price,type,os,Ghz,Cpu,Ssd,graphics,ts_info,resolution,memory/ram,Brand,Links,graphics_quality
1324.06,Home / Personal,Windows 10,2.4,Intel Core i5,512,Intel Iris Graphics,1,2256x1504,8,Microsoft,https://www.newegg.com/microsoft-surface-laptop-4-5bt-00024/p/N82E16834736302?Item=9SIA17PJJ70204,Medium
1276.99,Work / Business,Windows 10,2.0,Ryzen 7,1000,AMD Radeon Graphics,0,1920x1080,32,HP,https://www.newegg.com/hp-probook-445-g9-wolf-pro-security-edition-6k6x3ut-aba-work-business/p/N82E16834273788?Item=N82E16834273788,Medium
869.99,Work / Business,Windows 10,2.8,Intel Core i7,512,Intel Iris Graphics,0,1920x1080,32,Dell,https://www.newegg.com/silver-dell-latitude-5420-work-business/p/1TS-000A-0W0B5?Item=9SIAE4NJRP5198,Medium
1099.0,Gaming,Windows 10,2.5,Intel Core i5,256,NVIDIA GeForce GTX 1650,0,1920x1080,8,MSI,https://www.newegg.com/black-msi-gf-series-gf63-thin-10sc-222-gaming-entertainment/p/N82E16834156013?Item=9SIAMRPJVJ1248,Medium
1199.99,Work / Business,Windows 10,3.0,Intel Core i7,1000,Intel Iris Graphics,0,1920x1080,32,Dell,https://www.newegg.com/silver-dell-latitude-5420-work-business/p/1TS-000A-0W096?Item=9SIAE4NJRP5179,Medium
1295.99,Home / Personal,Windows 10,2.4,Intel Core i5,256,Intel Iris Graphics,1,2736x1824,8,Microsoft,https://www.newegg.com/microsoft-surface-pro-7-1na-00016-matte-black/p/1B4-003A-00289?Item=1B4-003A-00289,Medium
1241.99,Work / Business,Windows 10,1.3,Intel Core i5,512,Intel Iris Graphics,0,1920x1080,16,HP,https://www.newegg.com/hp-elitebook-640-g9-6c0z0ut-aba-work-business/p/N82E16834273807?Item=N82E16834273807,Medium
1246.99,Work / Business,Windows 10,1.3,Intel Core i5,512,Intel Iris Graphics,0,1920x1080,16,HP,https://www.newegg.com/hp-elitebook-640-g9-6c0z0ut-aba-work-business/p/N82E16834273807?Item=N82E16834273807,Medium
1009.0,Home / Personal,Windows 11,1.8,Ryzen 7,2000,AMD Radeon Graphics,0,1920x1080,24,Acer,https://www.newegg.com/p/1TS-000X-057C9?Item=9SIB6HNJY30965,Medium
1359.0,Home / Personal,Windows 11,2.8,Intel Core i7,2000,NVIDIA GeForce MX350,0,1920x1080,16,ASUS,https://www.newegg.com/p/1TS-001A-09UD1?Item=9SIBMCUJYP2866,Medium
1849.0,Gaming,Windows 10,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,0,1920x1080,32,MSI,https://www.newegg.com/p/1TS-0016-04NZ8?Item=9SIB6HNJE65429,Medium
1165.0,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 4050,0,1920x1080,16,MSI,https://www.newegg.com/black-msi-gf-series-thin-gf63-12ve-033ca-gaming/p/N82E16834156450?Item=9SIAE4NJX62289,Medium
1349.0,Home / Personal,Windows 11,1.7,Intel Core i7,512,Intel Iris Graphics,0,1920x1080,64,Dell,https://www.newegg.com/black-dell-inspiron-3520-mainstream/p/1TS-000A-0W9J2?Item=9SIAMRPJV77877,Medium
1349.0,Home / Personal,Windows 11,3.3,Ryzen 5,4000,NVIDIA GeForce RTX 3050,0,1920x1080,64,Lenovo,https://www.newegg.com/p/1TS-000E-17DZ4?Item=9SIB6HNJYD6773,Medium
1499.0,Work / Business,Windows 11,1.7,Intel Core i7,512,Intel Iris Graphics,0,2560x1600,16,Lenovo,https://www.newegg.com/cloud-grey-lenovo-thinkbook-13x-g2-iap-21at0010us-work-business/p/N82E16834646785?Item=N82E16834646785,Medium
1249.0,Gaming,Windows 11,2.3,Intel Core i7,2000,NVIDIA GeForce RTX 3050,0,1920x1080,32,Acer,https://www.newegg.com/p/1TS-000X-056X0?Item=9SIB6HNJXU0669,Medium
1349.0,Work / Business,Windows 11,2.4,Intel Core i5,2000,Intel Iris Graphics,1,1920x1080,64,HP,https://www.newegg.com/p/1TS-000D-157J5?Item=9SIBM7NJW14807,Medium
1509.0,Home / Personal,Windows 11,2.8,Intel Core i7,2000,NVIDIA GeForce MX350,1,1920x1080,40,ASUS,https://www.newegg.com/p/1TS-001A-08T09?Item=9SIB6HNJNP2318,Medium
1699.0,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 4050,0,1920x1080,64,MSI,https://www.newegg.com/p/2WC-000C-0FPP3?Item=9SIAE4NJX62308,Medium
1129.0,Home / Personal,Windows 11,2.8,Intel Core i7,1000,Intel Iris Graphics,0,1920x1080,32,Acer,https://www.newegg.com/p/1TS-000X-051W0?Item=9SIB6HNJW43696,Medium
1769.0,Gaming,Windows 10,2.6,Intel Core i5,4000,NVIDIA GeForce RTX 3050,0,1920x1080,64,ASUS,https://www.newegg.com/p/2WC-000N-09H51?Item=9SIB6HNJ747503,Medium
1399.0,Content Creation,Windows 10,3.0,Intel Core i7,512,Intel Iris Graphics,1,2496x1664,16,Microsoft,https://www.newegg.com/platinum-with-metal-palm-rest-microsoft-surface-laptop-4-5it-00001-content-creation/p/N82E16834736565?Item=9SIB71PJTK4383,Medium
1419.0,Content Creation,Windows 10,3.0,Intel Core i7,512,Intel Iris Graphics,1,2496x1664,16,Microsoft,https://www.newegg.com/platinum-with-metal-palm-rest-microsoft-surface-laptop-4-5it-00001-content-creation/p/N82E16834736565?Item=9SIB71PJTK4383,Medium
1099.0,Gaming,Windows 10,2.4,Intel Core i5,1000,Intel HD Graphics,1,1920x1028,32,HP,https://www.newegg.com/p/1TS-000D-18BF3?Item=9SIB6HNJMK3526,Low
1657.99,Gaming,Windows 10,3.2,Ryzen 7,512,NVIDIA GeForce RTX 3060,0,1920x1080,8,HP,https://www.newegg.com/top-cover-mica-silver-with-a-matte-finish-keyboard-deck-mica-silver-aluminum-with-an-anodized-fini/p/N82E16834273198?Item=9SIA8X5JX67260,High
1199.99,Gaming,Windows 10,2.6,Intel Core i7,1000,NVIDIA GeForce RTX 3050,0,1920x1080,8,MSI,https://www.newegg.com/black-msi-gf-series-gf63-thin-10uc-439-gaming/p/2WC-000C-0B8S6?Item=9SIAE4NJX68025,Medium
1149.0,Gaming,Windows 10,2.5,Intel Core i5,1000,NVIDIA GeForce RTX 3050,0,1920x1200,16,Acer,https://www.newegg.com/p/2WC-000K-01EE9?Item=9SIBM7NJW20088,Medium
1149.0,Gaming,Windows 10,2.5,Intel Core i5,1000,NVIDIA GeForce RTX 3050,0,1920x1200,16,Acer,https://www.newegg.com/p/2WC-000K-01EE9?Item=9SIBM7NJW20088,Medium
1959.0,Gaming,Windows 11,2.5,Intel Core i9,512,NVIDIA GeForce RTX 3070,0,1920x1080,16,MSI,https://www.newegg.com/p/1TS-0016-052X3?Item=9SIBMCUJWG7435,High
1959.0,Gaming,Windows 11,2.5,Intel Core i9,512,NVIDIA GeForce RTX 3070,0,1920x1080,16,MSI,https://www.newegg.com/p/1TS-0016-052X3?Item=9SIBMCUJWG7435,High
1959.0,Gaming,Windows 11,2.5,Intel Core i9,512,NVIDIA GeForce RTX 3070,0,1920x1080,16,MSI,https://www.newegg.com/p/1TS-0016-052W7?Item=9SIBMCUJWG7424,High
1959.0,Gaming,Windows 11,2.5,Intel Core i9,512,NVIDIA GeForce RTX 3070,0,1920x1080,16,MSI,https://www.newegg.com/p/1TS-0016-052W7?Item=9SIBMCUJWG7424,High
1049.0,Work / Business,Windows 11,1.7,Intel Core i5,512,Intel Iris Graphics,1,2880x1800,16,MSI,https://www.newegg.com/p/N82E16834156151?Item=9SIAN0MJ099700,Medium
1359.0,Gaming,Windows 10,2.4,Intel Core i7,1000,Intel Iris Graphics,1,1920x1080,32,HP,https://www.newegg.com/p/2WC-0001-044P0?Item=9SIBM7NJW14358,Medium
1499.0,Gaming,Windows 11,2.4,Intel Core i7,2000,Intel Iris Graphics,1,1920x1080,32,HP,https://www.newegg.com/p/2WC-0001-044N6?Item=9SIBM7NJW14534,Medium
1439.99,Home / Personal,Windows 11,3.3,Ryzen 9,4000,AMD Radeon 680M,0,1920x1080,16,ASUS,https://www.newegg.com/black-asus-vivobook-mainstream/p/1TS-001A-09GH9?Item=9SIAA0SJVS3775,Medium
1029.99,Home / Personal,Windows 11,3.3,Ryzen 9,1000,AMD Radeon 680M,0,1920x1080,16,ASUS,https://www.newegg.com/black-asus-vivobook-mainstream/p/1TS-001A-09GH8?Item=9SIAA0SJVS3774,Medium
1039.99,Home / Personal,Windows 11,3.3,Ryzen 9,1000,AMD Radeon 680M,0,1920x1080,24,ASUS,https://www.newegg.com/black-asus-vivobook-mainstream/p/1TS-001A-09GJ6?Item=9SIAEYAJVS3794,Medium
1139.99,Home / Personal,Windows 11,3.3,Ryzen 9,2000,AMD Radeon 680M,0,1920x1080,16,ASUS,https://www.newegg.com/black-asus-vivobook-mainstream/p/1TS-001A-09GJ0?Item=9SIAA0SJVS3776,Medium
1199.99,Home / Personal,Windows 11,3.3,Ryzen 9,4000,AMD Radeon 680M,0,1920x1080,24,ASUS,https://www.newegg.com/black-asus-vivobook-mainstream/p/1TS-001A-09GJ3?Item=9SIAA0SJVS3779,Medium
1099.99,Home / Personal,Windows 11,3.3,Ryzen 9,4000,AMD Radeon 680M,0,1920x1080,24,ASUS,https://www.newegg.com/black-asus-vivobook-mainstream/p/1TS-001A-09GJ3?Item=9SIAA0SJVS3779,Medium
1639.99,Gaming,Windows 11,3.2,Ryzen 7,2000,NVIDIA GeForce RTX 3070,0,2560x1440,16,Acer,https://www.newegg.com/black-acer-nitro-5-gaming/p/2WC-000K-028W3?Item=9SIAA0SJWT2947,High
1399.99,Home / Personal,Windows 11,3.3,Ryzen 9,4000,AMD Radeon 680M,0,1920x1080,16,ASUS,https://www.newegg.com/black-asus-vivobook-mainstream/p/1TS-001A-09GJ5?Item=9SIAEYAJVS3793,Medium
1149.99,Home / Personal,Windows 11,3.3,Ryzen 9,2000,AMD Radeon 680M,0,1920x1080,24,ASUS,https://www.newegg.com/black-asus-vivobook-mainstream/p/1TS-001A-09GJ7?Item=9SIAEYAJVS3795,Medium
1529.99,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3070,0,2560x1440,16,Acer,https://www.newegg.com/black-acer-nitro-5-gaming/p/2WC-000K-028W6?Item=9SIAA0SJWT2950,High
1679.99,Gaming,Windows 11,3.2,Ryzen 7,2000,NVIDIA GeForce RTX 3070,0,2560x1440,32,Acer,https://www.newegg.com/black-acer-nitro-5-gaming/p/2WC-000K-028W4?Item=9SIAA0SJWT2948,High
1699.99,Gaming,Windows 11,3.2,Ryzen 7,2000,NVIDIA GeForce RTX 3070,0,2560x1440,32,Acer,https://www.newegg.com/black-acer-nitro-5-gaming/p/2WC-000K-028W9?Item=9SIAA0SJWT2953,High
1559.99,Gaming,Windows 11,3.2,Ryzen 7,2000,NVIDIA GeForce RTX 3070,0,2560x1440,64,Acer,https://www.newegg.com/black-acer-nitro-5-gaming/p/2WC-000K-028X2?Item=9SIAA0SJWT2956,High
1599.99,Gaming,Windows 11,3.2,Ryzen 7,2000,NVIDIA GeForce RTX 3070,0,2560x1440,16,Acer,https://www.newegg.com/black-acer-nitro-5-gaming/p/2WC-000K-028X0?Item=9SIAA0SJWT2954,High
1849.99,Gaming,Windows 11,3.2,Ryzen 7,2000,NVIDIA GeForce RTX 3070,0,2560x1440,64,Acer,https://www.newegg.com/black-acer-nitro-5-gaming/p/2WC-000K-028W8?Item=9SIAA0SJWT2952,High
1449.99,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3070,0,2560x1440,32,Acer,https://www.newegg.com/black-acer-nitro-5-gaming/p/2WC-000K-028X1?Item=9SIAA0SJWT2955,High
1289.99,Work / Business,Windows 11,2.3,Ryzen 5,4000,AMD Radeon Vega 6,0,1920x1080,32,HP,https://www.newegg.com/silver-hp-elitebook-655-g9-work-business/p/1TS-000D-1BFW5?Item=9SIAA0SJVS3065,Medium
1179.99,Home / Personal,Windows 11,1.8,Ryzen 7,4000,AMD Radeon Vega 8,0,1920x1080,8,Acer,https://www.newegg.com/silver-acer-swift-3-mainstream/p/1TS-000X-03MZ3?Item=9SIAA0SJHD1751,Low
1149.99,Home / Personal,Windows 11,1.8,Ryzen 7,4000,AMD Radeon Vega 8,0,1920x1080,8,Acer,https://www.newegg.com/silver-acer-swift-3-mainstream/p/1TS-000X-03MZ7?Item=9SIAEYAJHD1995,Low
1419.0,Home / Personal,Windows 11,2.8,Intel Core i7,1000,NVIDIA GeForce MX350,1,1920x1080,40,ASUS,https://www.newegg.com/p/1TS-001A-08T05?Item=9SIB6HNJNP2315,Medium
1065.0,Gaming,Windows 10,2.4,Intel Core i7,512,Intel Iris Graphics,0,1920x1080,16,Lenovo,https://www.newegg.com/p/2WC-000J-027U8?Item=9SIBM7NJV28340,Medium
1299.0,Gaming,Windows 10,2.9,Ryzen 7,512,NVIDIA GeForce RTX 3050,0,1920x1080,16,ASUS,https://www.newegg.com/eclipse-gray-asus-rog-strix-g15-g513ic-ds71-ca-gaming-entertainment/p/N82E16834235803?Item=9SIAMRPJSZ4875,Medium
1609.99,Gaming,Windows 10,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3070,0,1920x1080,32,MSI,https://www.newegg.com/black-msi-pulse-gl66-gaming/p/2WC-000C-07H38?Item=9SIAA0SH8M8453,High
1148.0,Everyday Value,Windows 10,2.3,Ryzen 5,512,AMD Radeon RX Graphics,1,1920x1080,16,Lenovo,https://www.newegg.com/p/1TS-000E-0NXV3?Item=9SIBM7NJUP1522,Low
1148.0,Everyday Value,Windows 10,2.3,Ryzen 5,512,AMD Radeon RX Graphics,1,1920x1080,16,Lenovo,https://www.newegg.com/p/1TS-000E-0NXV3?Item=9SIBM7NJUP1522,Low
1979.99,Gaming,Windows 11,3.2,Ryzen 7,4000,NVIDIA GeForce RTX 3070,0,2560x1440,32,Acer,https://www.newegg.com/black-acer-nitro-5-gaming/p/2WC-000K-028X3?Item=9SIAA0SJWT2957,High
1785.22,Gaming,Windows 11,2.5,Intel Core i9,512,NVIDIA GeForce RTX 3060,0,1920x1080,16,MSI,https://www.newegg.com/black-msi-gl-series-pulse-gl76-12uek-207ca-gaming/p/N82E16834156130?Item=9SIAFVFHHC9573,High
1009.0,Home / Personal,Windows 11,2.4,Intel Core i5,1000,Intel Iris Graphics,0,1600x900,32,HP,https://www.newegg.com/p/1TS-000D-19BH6?Item=9SIBB6JJRR7911,Medium
1999.99,Gaming,Windows 11,3.2,Ryzen 7,4000,NVIDIA GeForce RTX 3070,0,2560x1440,32,Acer,https://www.newegg.com/black-acer-nitro-5-gaming/p/2WC-000K-028W5?Item=9SIAA0SJWT2949,High
1569.99,Gaming,Windows 11,1.6,Intel Core i5,4000,NVIDIA T550,0,1920x1080,32,HP,https://www.newegg.com/silver-hp-zbook-firefly-16-gaming/p/2WC-0001-04KZ4?Item=9SIAA0SJWS7850,Medium
259.99,Gaming,Windows 11,1.6,Intel Core i5,512,NVIDIA T550,0,1920x1080,32,HP,https://www.newegg.com/silver-hp-zbook-firefly-16-gaming/p/2WC-0001-04KZ7?Item=9SIAA0SJWS7853,Medium
259.99,Gaming,Windows 11,1.6,Intel Core i5,512,NVIDIA T550,0,1920x1080,16,HP,https://www.newegg.com/silver-hp-zbook-firefly-16-gaming/p/2WC-0001-04KZ8?Item=9SIAA0SJWS7854,Medium
1199.99,Gaming,Windows 11,1.6,Intel Core i5,2000,NVIDIA T550,0,1920x1080,16,HP,https://www.newegg.com/silver-hp-zbook-firefly-16-gaming/p/2WC-0001-04KZ3?Item=9SIAA0SJWS7849,Medium
1269.99,Gaming,Windows 11,1.6,Intel Core i5,2000,NVIDIA T550,0,1920x1080,32,HP,https://www.newegg.com/silver-hp-zbook-firefly-16-gaming/p/2WC-0001-04KZ6?Item=9SIAA0SJWS7852,Medium
1159.99,Gaming,Windows 11,1.6,Intel Core i5,1000,NVIDIA T550,0,1920x1080,32,HP,https://www.newegg.com/silver-hp-zbook-firefly-16-gaming/p/2WC-0001-04KZ2?Item=9SIAA0SJWS7848,Medium
1089.99,Gaming,Windows 11,1.6,Intel Core i5,1000,NVIDIA T550,0,1920x1080,16,HP,https://www.newegg.com/silver-hp-zbook-firefly-16-gaming/p/2WC-0001-04KZ1?Item=9SIAA0SJWS7847,Medium
1049.0,Home / Personal,Windows 10,1.7,Intel Core i7,2000,NVIDIA GeForce MX550,1,1920x1080,16,Lenovo,https://www.newegg.com/grey-lenovo-ideapad-5-82sf0007us-mainstream/p/1TS-000E-17041?Item=9SIAE4NJV27158,Medium
1069.79,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,0,1920x1080,32,Acer,https://www.newegg.com/p/2WC-000K-01DF3?Item=9SIAKKBJRP5096,Medium
1709.0,Home / Personal,Windows 10,2.8,Intel Core i7,1000,Intel Iris Graphics,1,1920x1080,16,HP,https://www.newegg.com/p/1TS-000D-19DE7?Item=9SIB6HNJRT7942,Medium
629.99,Home / Personal,Windows 11,1.7,Intel Core i7,512,Intel Iris Graphics,1,2560x1600,16,Lenovo,https://www.newegg.com/lenovo-ideapad-flex-5-16iau7-82r80002us-storm-grey/p/1TS-000E-10PV0,Medium
1299.99,Versatile,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3060,1,3840x2400,16,ASUS,https://www.newegg.com/tech-black-asus-zenbook-pro-ux7602zm-db74t-content-creation-home-personal/p/N82E16834236265,High
273.0,Home / Personal,Windows 11,2.3,Ryzen 5,512,AMD Radeon Graphics,0,1920x1080,8,Acer,https://www.newegg.com/steel-gray-acer-aspire-a515-47-r3y6-home-personal/p/N82E16834360175,Medium
1299.0,Versatile,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3070,1,2560x1600,16,MSI,https://www.newegg.com/lunar-gray-msi-creator-z16p-b12ugst-042-content-creation/p/N82E16834156173,High
273.0,Work / Business,Windows 11,2.5,Intel Core i5,512,Intel Iris Graphics,0,1920x1080,16,MSI,https://www.newegg.com/classic-black-msi-modern-14-c11m-068us-work-business/p/N82E16834156464,Medium
279.9,Home / Personal,Windows 11,2.6,Ryzen 3,128,AMD Radeon Graphics,0,1366x768,8,Acer,https://www.newegg.com/pure-silver-acer-aspire-3-a314-22-r07g-home-personal/p/N82E16834360289,Medium
273.0,Home / Personal,Windows 11,2.6,Ryzen 3,128,AMD Radeon Graphics,0,1366x768,8,Acer,https://www.newegg.com/pure-silver-acer-aspire-3-a314-22-r07g-home-personal/p/N82E16834360289,Medium
1099.99,Content Creation,Windows 11,3.3,Ryzen 9,1000,NVIDIA GeForce RTX 3050,1,1920x1080,16,ASUS,https://www.newegg.com/pine-gray-asus-zenbook-pro-um535qe-xh91t-content-creation/p/N82E16834236027,Medium
549.99,Everyday Value,Windows 11,1.7,Intel Core i5,512,Intel Iris Graphics,1,1920x1080,16,Acer,https://www.newegg.com/p/1TS-000X-04JM2,Medium
499.99,Home / Personal,Windows 11,2.0,Ryzen 7,512,AMD Radeon Graphics,0,1920x1080,8,Lenovo,https://www.newegg.com/blue-lenovo-ideapad-5-home-personal/p/1XV-0001-027U5,Medium
619.99,Gaming,Windows 11,3.0,Ryzen 5,512,NVIDIA GeForce GTX 1650,0,1920x1080,8,ASUS,https://www.newegg.com/graphite-black-asus-tuf-gaming-a17-fa706ihr-rs53/p/N82E16834236240,Medium
1799.0,Gaming,Windows 11,2.6,Intel Core i9,1000,NVIDIA GeForce RTX 4070,0,2560x1440,32,MSI,https://www.newegg.com/p/N82E16834156425,High
969.99,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3070,0,2560x1440,16,Acer,https://www.newegg.com/obsidian-black-acer-nitro-5-an515-46-r5xn-gaming/p/N82E16834360253,High
849.0,Gaming,Windows 11,2.0,Intel Core i5,512,NVIDIA GeForce RTX 4050,0,1920x1080,16,MSI,https://www.newegg.com/black-msi-gf-series-thin-gf63-12ve-068us-gaming/p/N82E16834156429,Medium
1499.0,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 4060,0,1920x1080,32,MSI,https://www.newegg.com/p/N82E16834156531,High
2117.99,Gaming,Windows 11,2.2,Intel Core i9,1000,NVIDIA GeForce RTX 4070,0,2560x1600,32,ASUS,https://www.newegg.com/eclipse-gray-asus-rog-strix-g16-g614ji-xs96-gaming/p/N82E16834236376,High
1999.99,Versatile,Windows 11,2.5,Intel Core i9,1000,NVIDIA GeForce RTX 3070,1,3840x2160,32,ASUS,https://www.newegg.com/celestial-blue-asus-zenbook-pro-ux582zw-xb99t-content-creation-home-personal/p/N82E16834236264,High
799.0,Gaming,Windows 11,3.3,Ryzen 5,512,NVIDIA GeForce RTX 4050,0,1920x1080,8,MSI,https://www.newegg.com/p/N82E16834156469,Medium
5299.0,Gaming,Windows 11,2.2,Intel Core i9,4000,NVIDIA GeForce RTX 4090,0,3840x2160,128,MSI,https://www.newegg.com/core-black-msi-gt-series-titan-gt77hx-13vi-042us/p/N82E16834156421,Very High
1967.76,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3070,0,1920x1080,32,MSI,https://www.newegg.com/core-black-msi-gp-series-gp66-leopard-11ug-687-gaming/p/N82E16834156441,High
2099.99,Content Creation,Windows 11,2.5,Intel Core i9,1000,NVIDIA GeForce RTX 3060,1,1920x1080,32,ASUS,https://www.newegg.com/celestial-blue-asus-zenbook-pro-duo-15-oled-ux582zm-xs96t-content-creation/p/N82E16834236231,High
999.0,Gaming,Windows 11,2.0,Intel Core i5,1000,NVIDIA GeForce RTX 4060,0,1920x1080,16,MSI,https://www.newegg.com/p/N82E16834156431,High
878.99,Home / Personal,Windows 10,2.8,Intel Core i7,512,Intel Iris Graphics,0,1920x1080,16,ASUS,https://www.newegg.com/dreamy-white-asus-vivobook-s15-s533ea-dh74-wh-mainstream/p/N82E16834235600,Medium
714.68,Work / Business,Windows 11,1.7,Intel Core i5,512,Intel Iris Graphics,0,1920x1080,16,MSI,https://www.newegg.com/bluestone-msi-prestige-14evo-a12m-013-work-business/p/N82E16834156166,Medium
273.0,Home / Personal,Windows 10,1.9,Intel Core i7,512,Intel UHD Graphics,0,1920x1080,16,Lenovo,https://www.newegg.com/Black-Lenovo-Carbon-Thinkpad-Mainstream/p/1TS-000E-10039?Item=9SIBDSAJEA0319&cm_sp=SH-_-2029867-_-8-_-1-_-9SIBDSAJEA0319-_-laptops-_-laptop-_-5,Low
273.0,Home / Personal,Windows 10,1.7,Intel Core i5,1000,Intel UHD Graphics,0,1920x1080,16,HP,https://www.newegg.com/Silver-HP-ProBook-640-G4-Mainstream/p/1TS-000D-0X7E6?Item=9SIBDSAJBK5915&cm_sp=SH-_-2051900-_-8-_-1-_-9SIBDSAJBK5915-_-laptops-_-laptop-_-6,Low
1849.99,Work / Business,Windows 10,2.6,Intel Core i7,2000,NVIDIA GeForce GTX 1650,0,1920x1080,64,Lenovo,https://www.newegg.com/p/36B-000D-00BJ9?Item=9SIADG3HTP3533&cm_sp=SH-_-1820178-_-8-_-2-_-9SIADG3HTP3533-_-laptops-_-laptop-_-7,Medium
1289.99,Work / Business,Windows 11,2.6,Intel Core i5,1000,Intel Iris Graphics,0,2220x1080,16,Dell,https://www.newegg.com/grey-dell-latitude-9420-work-business/p/1TS-000A-0WB49?Item=9SIAA0SJSH9329,Medium
1399.99,Everyday Value,Windows 10,1.3,Intel Core i7,4000,Intel Iris Graphics,0,1600x900,16,ASUS,https://www.newegg.com/silver-asus-vivobook-x712ja/p/1TS-001A-04GF5?Item=9SIAEYAJTB4023,Medium
1699.99,Work / Business,Windows 11,2.6,Intel Core i5,4000,Intel Iris Graphics,0,2220x1080,16,Dell,https://www.newegg.com/grey-dell-latitude-9420-work-business/p/1TS-000A-0WB51?Item=9SIAA0SJSH9331,Medium
1319.99,Home / Personal,Windows 11,2.0,Ryzen 7,4000,AMD Radeon Vega 8,0,1920x1080,32,Dell,https://www.newegg.com/black-dell-inspiron-3525-mainstream/p/1TS-000A-0XAM4?Item=9SIAA0SJUF9002,Low
1139.99,Everyday Value,Windows 10,1.3,Intel Core i7,2000,Intel Iris Graphics,0,1600x900,16,ASUS,https://www.newegg.com/silver-asus-vivobook-x712ja/p/1TS-001A-04GF0?Item=9SIAA0SJTB4010,Medium
1049.99,Home / Personal,Windows 11,2.8,Intel Core i7,2000,Intel Iris Graphics,0,1920x1080,24,Lenovo,https://www.newegg.com/black-lenovo-v15-g2-mainstream/p/1TS-000E-14MC3?Item=9SIAA0SJRH1500,Medium
1299.99,Home / Personal,Windows 11,2.8,Intel Core i7,4000,Intel Iris Graphics,0,1920x1080,16,Lenovo,https://www.newegg.com/black-lenovo-v15-g2-mainstream/p/1TS-000E-14MB9?Item=9SIAA0SJRH1496,Medium
1099.99,Everyday Value,Windows 10,1.3,Intel Core i7,2000,Intel Iris Graphics,0,1600x900,16,ASUS,https://www.newegg.com/silver-asus-vivobook-x712ja/p/1TS-001A-04GF4?Item=9SIAEYAJTB4024,Medium
1249.99,Home / Personal,Windows 11,2.0,Ryzen 7,4000,AMD Radeon Vega 8,0,1920x1080,16,Dell,https://www.newegg.com/black-dell-inspiron-3525-mainstream/p/1TS-000A-0XAM1?Item=9SIAA0SJUF8999,Low
1349.99,Home / Personal,Windows 11,2.8,Intel Core i7,4000,Intel Iris Graphics,0,1920x1080,24,Lenovo,https://www.newegg.com/black-lenovo-v15-g2-mainstream/p/1TS-000E-14MC4?Item=9SIAA0SJRH1501,Medium
1399.99,Work / Business,Windows 11,1.6,Intel Core i5,2000,Intel Iris Graphics,0,1920x1080,16,Dell,https://www.newegg.com/grey-dell-latitude-7430-work-business/p/1TS-000A-0WB25?Item=9SIAA0SJSH9141,Medium
1699.99,Work / Business,Windows 11,1.6,Intel Core i5,4000,Intel Iris Graphics,0,1920x1080,16,Dell,https://www.newegg.com/grey-dell-latitude-7430-work-business/p/1TS-000A-0WB24?Item=9SIAA0SJSH9140,Medium
1199.99,Work / Business,Windows 11,2.6,Intel Core i5,256,Intel Iris Graphics,0,2220x1080,16,Dell,https://www.newegg.com/grey-dell-latitude-9420-work-business/p/1TS-000A-0WB50?Item=9SIAA0SJSH9330,Medium
1219.99,Home / Personal,Windows 11,2.0,Ryzen 7,4000,AMD Radeon Vega 8,0,1920x1080,16,Dell,https://www.newegg.com/black-dell-inspiron-3525-mainstream/p/1TS-000A-0XAN0?Item=9SIAEYAJUF9059,Low
1813.22,Content Creation,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3060,1,2560x1600,16,MSI,https://www.newegg.com/lunar-gray-msi-creator-z16-a12uet-043ca-content-creation/p/N82E16834156338?Item=9SIAFVFJ2C6769,High
1289.99,Home / Personal,Windows 11,2.0,Ryzen 7,4000,AMD Radeon Vega 8,0,1920x1080,32,Dell,https://www.newegg.com/black-dell-inspiron-3525-mainstream/p/1TS-000A-0XAN3?Item=9SIAEYAJUF9062,Low
1179.99,Everyday Value,Windows 10,1.3,Intel Core i7,2000,Intel Iris Graphics,0,1600x900,24,ASUS,https://www.newegg.com/silver-asus-vivobook-x712ja/p/1TS-001A-04GF2?Item=9SIAA0SJTB4008,Medium
1469.99,Work / Business,Windows 11,1.6,Intel Core i5,4000,Intel Iris Graphics,0,1920x1080,32,Dell,https://www.newegg.com/silver-dell-latitude-5430-work-business/p/1TS-000A-0X4B6?Item=9SIAA0SJU50994,Medium
1499.0,Home / Personal,Windows 11,1.3,Intel Core i5,512,Intel Iris Graphics,0,1920x1200,16,Lenovo,https://www.newegg.com/black-lenovo-thinkpad-t16-g1-home-personal/p/1XV-000A-01ZD7?Item=9SIARFYJRC6736,Medium
